Crime ID,Month,Longitude,Latitude,Location,LSOA code,LSOA name,Crime type,Last outcome category
e7b720d0e1302d2d06db7b28b29132eb194864d44d79218a566f03d9e3c790f6,2024-01,-0.10622,51.518275,On or near B500,E01000916,Camden 027B,Theft from the person,Investigation complete; no suspect identified
e60a5ac62a80e866453254474137c3206417422c62f0c074fb17b1fd4ac6e9bf,2024-01,-0.107682,51.517786,On or near B521,E01000917,Camden 027C,Other theft,Investigation complete; no suspect identified
986f618142ec52b7f254e4b0549da2f17ceeb0e130db6c348f50439272306f06,2024-01,-0.111596,51.518281,On or near Chancery Lane,E01000914,Camden 028B,Other theft,Investigation complete; no suspect identified
05dc27a88748356f6d59b0bd1389710ebfb42b37e565af2f3e00318fcfaeee59,2024-01,-0.111596,51.518281,On or near Chancery Lane,E01000914,Camden 028B,Theft from the person,Status update unavailable
373d78e2ccec5d05a547cd4bee19045a9e050042a0e6e7a8808c770378b82b94,2024-01,-0.112096,51.515942,On or near Nightclub,E01000914,Camden 028B,Theft from the person,Investigation complete; no suspect identified
85fc7e4e213c6ba2f084c41321c3fb3958bef5c4cd45afa6a780fb2b1ae0b239,2024-01,-0.096367,51.515355,On or near Foster Lane,E01000001,City of London 001A,Burglary,Unable to prosecute suspect
47d0da7d63ea6d3967743d1277f9171428e62f6e355bf9d77bd9854d8ced7c1f,2024-01,-0.098519,51.517332,On or near Little Britain,E01000001,City of London 001A,Robbery,Investigation complete; no suspect identified
90866e1d31d3412b13d68bad4fd3935ce219ea15c758fa395edf7f89397dac4c,2024-01,-0.097078,51.519045,On or near A1,E01000001,City of London 001A,Theft from the person,Investigation complete; no suspect identified
8fdf610d48006a7c137dcbc103cf8fda3f1b4ff9f0b8f2e77622cf6d2a5418d6,2024-01,-0.097078,51.519045,On or near A1,E01000001,City of London 001A,Other theft,Investigation complete; no suspect identified
321849acb9f8071d017f127455d7869a68f66369ab4f40cec6555e86dff3ac21,2024-01,-0.098519,51.517332,On or near Little Britain,E01000001,City of London 001A,Other theft,Investigation complete; no suspect identified
ec6cee95c8f98f4448214f33d89a8a2f3a3bf0727818bbfc0390dc7c4330a39a,2024-01,-0.098519,51.517332,On or near Little Britain,E01000001,City of London 001A,Other theft,Status update unavailable
68bcb29c540a310c4b1b8f75dfac0db64dd2a51f4a8870f1fde15afa7ce85d48,2024-01,-0.096718,51.515511,On or near Conference/Exhibition Centre,E01000001,City of London 001A,Theft from the person,Investigation complete; no suspect identified
1559aab6b1994579fc979037dc2e95f1f5e2381734d35b5034f649808f19da13,2024-01,-0.098519,51.517332,On or near Little Britain,E01000001,City of London 001A,Theft from the person,Investigation complete; no suspect identified
065b28c31c5163c96b821257074f13d4d3a7b470e5735d0237d4a4d15d979102,2024-01,-0.091649,51.518938,On or near Park/Open Space,E01000002,City of London 001B,Bicycle theft,Investigation complete; no suspect identified
bf336154c71619b942afad3bea683ec41ea28e9cc33337648a93911055d0d95b,2024-01,-0.092488,51.520598,On or near Silk Street,E01000002,City of London 001B,Bicycle theft,Investigation complete; no suspect identified
b2ddfc9648051d95d11e6a31b8254c94e6faf6553b84d1c40c2fe20c875a9e92,2024-01,-0.095026,51.518499,On or near Park/Open Space,E01000002,City of London 001B,Bicycle theft,Investigation complete; no suspect identified
30bcd7051bb7a3f17f98fb4003dc52ce6f65570938042de7c9ffc0913f8f7278,2024-01,-0.09413,51.519961,On or near Theatre/Concert Hall,E01000002,City of London 001B,Bicycle theft,Investigation complete; no suspect identified
43ab4980441f4de706186a363c9bcff84b96156ba7a9009f90971595676e6834,2024-01,-0.09413,51.519961,On or near Theatre/Concert Hall,E01000002,City of London 001B,Other theft,Investigation complete; no suspect identified
c035bb3943180c2517c3055a31d28ad56483e4e48917d0a4cd284702a218b5cd,2024-01,-0.09413,51.519961,On or near Theatre/Concert Hall,E01000002,City of London 001B,Other theft,Investigation complete; no suspect identified
bff8e31a308222afd10e0b4ff70413819811fc30a2d44ffb1b726354500e8ee6,2024-01,-0.094655,51.517369,On or near Parking Area,E01000002,City of London 001B,Other theft,Investigation complete; no suspect identified
7d0980b0af7d433517bd6da54d4391ab96f94bc2e14a966036dfb00da10818e7,2024-01,-0.092488,51.520598,On or near Silk Street,E01000002,City of London 001B,Other theft,Investigation complete; no suspect identified
d8a08e913ca4919a769f1c4224993ab66ccd45dc01060ed623ce8f017f23eb6a,2024-01,-0.090553,51.518948,On or near Moor Lane,E01000002,City of London 001B,Shoplifting,Court result unavailable
ff10f86a6ee0498e8297adbc3775789d277845a9f8d2b79d2c4138b7202289f1,2024-01,-0.090553,51.518948,On or near Moor Lane,E01000002,City of London 001B,Shoplifting,Court result unavailable
c99d07f955059fd1daf9e5f32081424e5a40b3e54e45a7a53818a9b0745df7ed,2024-01,-0.092971,51.516271,On or near Aldermanbury,E01000002,City of London 001B,Theft from the person,Investigation complete; no suspect identified
1e23b6c7e117be66cd330ed93e038e50ed9b6c4bd5640c3483d31aed16a91103,2024-01,-0.09413,51.519961,On or near Theatre/Concert Hall,E01000002,City of London 001B,Bicycle theft,Investigation complete; no suspect identified
15c7281cebe318b1d8166a22112c41d86476fb8ccadb7b865e226fc017a1aa92,2024-01,-0.095704,51.516747,On or near Noble Street,E01000002,City of London 001B,Bicycle theft,Investigation complete; no suspect identified
3ef88768c66584324ca7b2b3c98672e5a0b797603c736a3630e3d644b0688d91,2024-01,-0.09413,51.519961,On or near Theatre/Concert Hall,E01000002,City of London 001B,Burglary,Investigation complete; no suspect identified
7d7b6e43e0998edcfb0c48be9f0d18163ec6bc6512f3dbdb28b3d484413bee3b,2024-01,-0.09413,51.519961,On or near Theatre/Concert Hall,E01000002,City of London 001B,Burglary,Investigation complete; no suspect identified
de091501f8e5d84e4b3389dcd47a6c3db61307d369952aec661877f6532df2ba,2024-01,-0.092488,51.520598,On or near Silk Street,E01000002,City of London 001B,Other theft,Investigation complete; no suspect identified
89adae438f819a443134aa5e52043b1c405441ce2e3fc7f325e097c56f19dcc7,2024-01,-0.092971,51.516271,On or near Aldermanbury,E01000002,City of London 001B,Other theft,Investigation complete; no suspect identified
97ea9aef8293c192ee7d8d4d993ed47ef58e3a5bd4fba372f42bc93934d2e540,2024-01,-0.090105,51.520001,On or near Milton Court,E01000002,City of London 001B,Other theft,Investigation complete; no suspect identified
37f5c71e41c95c174dcd375094cb3230831e362343887aa6df042049f1c3e873,2024-01,-0.090105,51.520001,On or near Milton Court,E01000002,City of London 001B,Other theft,Investigation complete; no suspect identified
5b24b71579173ce0d365d5d069bc397d0684427c93dae3fab3492f7ff17f88e5,2024-01,-0.090553,51.518948,On or near Moor Lane,E01000002,City of London 001B,Shoplifting,Court result unavailable
c621917d90f6933c76fec6c693a9a8ecb92a09f34129a5a10d60a044c1df2be6,2024-01,-0.090553,51.518948,On or near Moor Lane,E01000002,City of London 001B,Shoplifting,Investigation complete; no suspect identified
e4242c0ace6c292beac9ce55e7acc1bca5e717d3d046833a927b029582386e36,2024-01,-0.090553,51.518948,On or near Moor Lane,E01000002,City of London 001B,Shoplifting,Investigation complete; no suspect identified
7e2cdfe6cbd1528736fd6da2c27ad8585532327ce9ff6cc4163752eddbd28a5f,2024-01,-0.090553,51.518948,On or near Moor Lane,E01000002,City of London 001B,Shoplifting,Court result unavailable
4abf61970ce5d783eb32fdb3e39ae06f77c04d4a56f78dee483595323ce9d3dc,2024-01,-0.090553,51.518948,On or near Moor Lane,E01000002,City of London 001B,Shoplifting,Court result unavailable
3b8bb78c624b713a8418f7a2e29d7b37acb71d609747a8b06516e5728dfab04d,2024-01,-0.090553,51.518948,On or near Moor Lane,E01000002,City of London 001B,Shoplifting,Court result unavailable
b45aa97725bd46e36ddecbafd835e3a4b656645e66f2692fb49c52169da99bd6,2024-01,-0.090553,51.518948,On or near Moor Lane,E01000002,City of London 001B,Shoplifting,Unable to prosecute suspect
963f96b056cc5e36786f16c3736b557a77eeb5d81f5d7c0b8d97660f602f204f,2024-01,-0.090553,51.518948,On or near Moor Lane,E01000002,City of London 001B,Shoplifting,Court result unavailable
af839d9a4f37f8c997dc8403cc7e7d738250a0943d9684b2d6e015ebe6a08e70,2024-01,-0.090553,51.518948,On or near Moor Lane,E01000002,City of London 001B,Shoplifting,Court result unavailable
8f8001bacf35b320deb0c22c32959b6efedb46fb728352d925581c01e66cfbf8,2024-01,-0.090553,51.518948,On or near Moor Lane,E01000002,City of London 001B,Shoplifting,Court result unavailable
62ab84b1794edb376e4df9e02b8eecdab5fcd9e17152ce0ea526a979c56c7802,2024-01,-0.090553,51.518948,On or near Moor Lane,E01000002,City of London 001B,Theft from the person,Investigation complete; no suspect identified
8734aadc260a0a979f63dcc1876853d2329767f23cdd50bfb8fd847670c702fb,2024-01,-0.092971,51.516271,On or near Aldermanbury,E01000002,City of London 001B,Theft from the person,Investigation complete; no suspect identified
ec62f4788622dffa4ba94267886b5559fd955424a7a2f26269b6d2c51ffc479b,2024-01,-0.092971,51.516271,On or near Aldermanbury,E01000002,City of London 001B,Theft from the person,Status update unavailable
131a1450066c345d50a304c694bc3c82e7b3c9501992417995fe7256ec1a82a6,2024-01,-0.092971,51.516271,On or near Aldermanbury,E01000002,City of London 001B,Theft from the person,Status update unavailable
b5be030c13d965f9eb4a7cc64b09609325f581e0872ece53fefe122ef009f43e,2024-01,-0.091498,51.520483,On or near Conference/Exhibition Centre,E01000002,City of London 001B,Theft from the person,Status update unavailable
8951271f6a8c28cd822d6bc77b8575947825635742268394a13cbf8e1cd22114,2024-01,-0.091498,51.520483,On or near Conference/Exhibition Centre,E01000002,City of London 001B,Theft from the person,Investigation complete; no suspect identified
24b36020ae2b87d972773a5c4922442786a56cfc3e2a897cc99418678d1b8c46,2024-01,-0.092488,51.520598,On or near Silk Street,E01000002,City of London 001B,Theft from the person,Investigation complete; no suspect identified
b3efeb5dea6e3e388941c2bd29c1b1e4a9f484ff4cf8169566b079ba03d7e52f,2024-01,-0.096984,51.522426,On or near Sports/Recreation Area,E01000003,City of London 001C,Other theft,Status update unavailable
d79e6a717924e600f24a2501c1dd36dffab01857517a0d902843ce8fa6f6db64,2024-01,-0.076145,51.512642,On or near India Street,E01000005,City of London 001E,Other theft,Investigation complete; no suspect identified
517139b2ae30615ce2ec2422fa4acfea7d8b476816d33d94102be092dca8ee71,2024-01,-0.073456,51.513542,On or near Little Somerset Street,E01000005,City of London 001E,Other theft,Unable to prosecute suspect
2ab22d3074efd44cd6d848ce6646e4f16e50645436d15383bf88a2a05788af5c,2024-01,-0.07433,51.513647,On or near Little Somerset Street,E01000005,City of London 001E,Other theft,Investigation complete; no suspect identified
5fc2a118ea98a215ada7847663c958d08116daf326c2153f4b4dd8752cbcf246,2024-01,-0.075453,51.511965,On or near Minories,E01000005,City of London 001E,Other theft,Unable to prosecute suspect
9df1ba9abc7b9a313b7fbb56b2451c4b8dd6fe79269f0369118d39d4ea3f9c83,2024-01,-0.073727,51.511218,On or near Goodman'S Yard,E01000005,City of London 001E,Other theft,Investigation complete; no suspect identified
fd90c503f7fa4da62b5c87742bef644472eff8ccb9510d2478df81eebcb29812,2024-01,-0.075401,51.511164,On or near Supermarket,E01000005,City of London 001E,Shoplifting,Investigation complete; no suspect identified
b4ae2965945087004821d2b89dd0ee30cefc3b67aecaffb116f792c22d719bc3,2024-01,-0.075401,51.511164,On or near Supermarket,E01000005,City of London 001E,Shoplifting,Court result unavailable
dfc248da74f746e6a4ab84fa54cb203edb787e29978a3df0fcb866670dafc0da,2024-01,-0.075401,51.511164,On or near Supermarket,E01000005,City of London 001E,Shoplifting,Investigation complete; no suspect identified
e3160083b8f85dfe47a1c5384f6362c110d3c00948462b708ff85530f087aa43,2024-01,-0.075401,51.511164,On or near Supermarket,E01000005,City of London 001E,Shoplifting,Investigation complete; no suspect identified
c866a1f59966d7b1c3319c40661fc77df9d00026f7e3d85cd47afa5a48a281cb,2024-01,-0.074483,51.512066,On or near Haydon Street,E01000005,City of London 001E,Burglary,Investigation complete; no suspect identified
0f3acb9e35eecab03528218ff5236b7194ba77a2cbce1f75098d09d7286436b1,2024-01,-0.073727,51.511218,On or near Goodman'S Yard,E01000005,City of London 001E,Burglary,Investigation complete; no suspect identified
08f6faf53d994adb797da45c6402dee788fc49c71ea61280c8a52d2ac7a59229,2024-01,-0.076716,51.515178,On or near Gravel Lane,E01000005,City of London 001E,Burglary,Status update unavailable
a57c67648cd37522ce9ec6253d1051c817b23be80b4e36b42a59170073fea0aa,2024-01,-0.073727,51.511218,On or near Goodman'S Yard,E01000005,City of London 001E,Burglary,Investigation complete; no suspect identified
a9933d71a6f9cf77f8da299782f70279fc3c8444c05ab04ccb1e790f4c9a8d76,2024-01,-0.076145,51.512642,On or near India Street,E01000005,City of London 001E,Other theft,Investigation complete; no suspect identified
faea9289d9fae1ceb2bf044bc44ec27f4ba1df35bf5824fb0693e7d77907b81b,2024-01,-0.073456,51.513542,On or near Little Somerset Street,E01000005,City of London 001E,Other theft,Investigation complete; no suspect identified
963b5f2da25e2c4f708d5147db69ce29a73daa5ab2a24725fafdcd7c2c85105f,2024-01,-0.073456,51.513542,On or near Little Somerset Street,E01000005,City of London 001E,Other theft,Investigation complete; no suspect identified
3d65145d821938e43bb55e84daf6d7644f0d1d3abb4b2b684e217fdcbd392e33,2024-01,-0.077511,51.515812,On or near Artizan Street,E01000005,City of London 001E,Other theft,Investigation complete; no suspect identified
1d9ee75b40250cd1d01d49ce9cb8541d443f19d50927d4faac70f50886c49584,2024-01,-0.07433,51.513647,On or near Little Somerset Street,E01000005,City of London 001E,Other theft,Investigation complete; no suspect identified
62db2a1a2320c6d82fbb6ff99fdc0df3c64fdad3b41901844e88887fbb9bcf17,2024-01,-0.07433,51.513647,On or near Little Somerset Street,E01000005,City of London 001E,Other theft,Investigation complete; no suspect identified
60714159d7a68c281f36142e36a1359e06b3912997f3aa590cf5495ef64997c0,2024-01,-0.075401,51.511164,On or near Supermarket,E01000005,City of London 001E,Robbery,Court result unavailable
4c9b52fc7d8bbf83841be7d8926349bdd1ab76bc777f7bb4bad53e70655b7db9,2024-01,-0.075401,51.511164,On or near Supermarket,E01000005,City of London 001E,Shoplifting,Court result unavailable
9f06fab04952a9482f03f2d72cb9ff194f421eb81f640d9f79dff29b13747d79,2024-01,-0.07433,51.513647,On or near Little Somerset Street,E01000005,City of London 001E,Shoplifting,Unable to prosecute suspect
4c6d26103f9d72974e5f67a8e16d33ed471e5ddbc20e136865e4a242fb1bec39,2024-01,-0.075401,51.511164,On or near Supermarket,E01000005,City of London 001E,Shoplifting,Investigation complete; no suspect identified
69160e0fe40c373da3e959beb577bdec2b0366b5a2562426512f13fdbce55038,2024-01,-0.075401,51.511164,On or near Supermarket,E01000005,City of London 001E,Shoplifting,Investigation complete; no suspect identified
5e05afda4754f00333f7f529de41f7b24b968f3a5c283942bfb688ba5d68cf3b,2024-01,-0.075401,51.511164,On or near Supermarket,E01000005,City of London 001E,Shoplifting,Court result unavailable
7ab2c5bab195efdf414d9d40cfb7bf22a23b3929fb7752072579c04f6dfd3ff1,2024-01,-0.075401,51.511164,On or near Supermarket,E01000005,City of London 001E,Shoplifting,Court result unavailable
ff5803e801f99acb250bf7bf96a6e0758fea328d4594a08370a274093a924426,2024-01,-0.075401,51.511164,On or near Supermarket,E01000005,City of London 001E,Shoplifting,Investigation complete; no suspect identified
1a1d8879fe3553017c38aab111fdf18b6b79b7357ed1779b16863d604191790b,2024-01,-0.076145,51.512642,On or near India Street,E01000005,City of London 001E,Shoplifting,Court result unavailable
e18bc4f0eaf6a4aaa48ee22955d5c27079c2beb14d57b88f982b5dc0224bd5aa,2024-01,-0.075401,51.511164,On or near Supermarket,E01000005,City of London 001E,Shoplifting,Court result unavailable
a6b333a853f00e3d18bd8f546977efcd452fc226228687430f42b69f3e8e617e,2024-01,-0.075401,51.511164,On or near Supermarket,E01000005,City of London 001E,Shoplifting,Court result unavailable
e1d44e0237887230ef42c5c92ff9579dfeee44ef3d45e8765370389c359b1e14,2024-01,-0.075401,51.511164,On or near Supermarket,E01000005,City of London 001E,Shoplifting,Offender given a caution
9d079a5f6abd9d51c332620258d8c3cdc6821f3f27b42a54b327bb2e2d5a312a,2024-01,-0.075401,51.511164,On or near Supermarket,E01000005,City of London 001E,Shoplifting,Status update unavailable
b16b96c66b5fc9ff33e839b70de9d242be46430fabeffecd2c3170a8b555c3b2,2024-01,-0.075401,51.511164,On or near Supermarket,E01000005,City of London 001E,Shoplifting,Investigation complete; no suspect identified
12ba0d4d4bb8aa329d9729acc7668105c086219a70db894837da6bc8e9819170,2024-01,-0.075401,51.511164,On or near Supermarket,E01000005,City of London 001E,Shoplifting,Court result unavailable
b63a88962d163b81d4c2f9599a3af7c5f79c153660920ff3210e116d45d950d4,2024-01,-0.075401,51.511164,On or near Supermarket,E01000005,City of London 001E,Shoplifting,Investigation complete; no suspect identified
68e74dc3407311a991219f1fc126c466ab98f8164fcaccf7a154ad5d6157ec90,2024-01,-0.07433,51.513647,On or near Little Somerset Street,E01000005,City of London 001E,Shoplifting,Status update unavailable
1855e1bb8117e243381eca33df2f96eb4db7e2ff88ac43b75b3e3180d4189024,2024-01,-0.075401,51.511164,On or near Supermarket,E01000005,City of London 001E,Shoplifting,Status update unavailable
db7382a4718bb4d6dd48dfdb8e80a77ddcea8199a270b9855ef082fcdbe198ae,2024-01,-0.074925,51.514924,On or near St Botolph Street,E01000005,City of London 001E,Theft from the person,Investigation complete; no suspect identified
eddab4fac28ee7db67d7a96a081d05c398add54c3eee2c9ff08b7829ba01c973,2024-01,-0.076145,51.512642,On or near India Street,E01000005,City of London 001E,Theft from the person,Investigation complete; no suspect identified
c0d4e5ed1e65eb8d01115edd76fe79e782c6318380b91bd55919095997880e9f,2024-01,-0.075922,51.515894,On or near New Goulston Street,E01000005,City of London 001E,Vehicle crime,Investigation complete; no suspect identified
db6142b331ebf2c98984b714ed425e3e761e83fa0f8d4248eca14992c5cccc86,2024-01,-0.07353,51.510405,On or near Parking Area,E01000005,City of London 001E,Vehicle crime,Status update unavailable
8b554105d7c0d03bde60fb41397a71b3bfe15152eef1f302fec999b6aab0f88e,2024-01,-0.075922,51.515894,On or near New Goulston Street,E01000005,City of London 001E,Vehicle crime,Status update unavailable
6c1bf07de05741f5d280963fb963a29f44c4eb1eaf9139ffe5d673804ef90217,2024-01,-0.081113,51.516869,On or near Bishopsgate,E01032739,City of London 001F,Bicycle theft,Investigation complete; no suspect identified
4da82f3239ac54910628ea3c9970446fe22b3e4045ca5e2432523a618d65ce39,2024-01,-0.081643,51.51007,On or near Great Tower Street,E01032739,City of London 001F,Bicycle theft,Investigation complete; no suspect identified
2180b8339fe39d84746309ed9456c73647950625dfbba66d43c150e456540d83,2024-01,-0.088903,51.510836,On or near Laurence Pountney Hill,E01032739,City of London 001F,Bicycle theft,Investigation complete; no suspect identified
de1a83add2ed76c54f8aa099b6437e18961d216a48642fa6f1e94341b8984880,2024-01,-0.081113,51.516869,On or near Bishopsgate,E01032739,City of London 001F,Bicycle theft,Investigation complete; no suspect identified
a71aaabeb26f8a2bd133a517d23600699bd7aa2c4bbe476ddee195cc32549f4d,2024-01,-0.084754,51.512882,On or near Corbet Court,E01032739,City of London 001F,Burglary,Court result unavailable
2c00287a643ac256738d3d528d31638aaca2cb691a9699d93f08553cc3f4e7e4,2024-01,-0.097291,51.514626,On or near Supermarket,E01032739,City of London 001F,Burglary,Investigation complete; no suspect identified
c63ed5c4a40c56fc7b2e40bb2020528013f410b76781319ab6059cfa1f24cf36,2024-01,-0.081643,51.51007,On or near Great Tower Street,E01032739,City of London 001F,Burglary,Investigation complete; no suspect identified
079970348752de38622024c17b15f2500c8c3b33710a11e2965cc2da8b3018c8,2024-01,-0.084754,51.512882,On or near Corbet Court,E01032739,City of London 001F,Burglary,Court result unavailable
d1fb182db6484b1dfbc935ab4e82b50bea352eff89898279517d061bce8a7aaa,2024-01,-0.102134,51.513929,On or near Ludgate Hill,E01032739,City of London 001F,Burglary,Investigation complete; no suspect identified
87285a8be04d2f9c2baf5a0319a6d492be8b66ac97a03efe06787ed29b89c896,2024-01,-0.084754,51.512882,On or near Corbet Court,E01032739,City of London 001F,Burglary,Unable to prosecute suspect
89d06982382088440d6b7698a97d262d45c837f64cf1a58f33b3de3770c34cb0,2024-01,-0.084754,51.512882,On or near Corbet Court,E01032739,City of London 001F,Burglary,Court result unavailable
fb1b19eb9900ba0516b657a807d0872435e0e23b040e41c7f27fb00fadc69b86,2024-01,-0.100201,51.513286,On or near Dean'S Court,E01032739,City of London 001F,Burglary,Investigation complete; no suspect identified
039455b185c0b3d923c7df3a682eead05dd4708000f4ddca77c4ad8351b8863f,2024-01,-0.081643,51.51007,On or near Great Tower Street,E01032739,City of London 001F,Burglary,Investigation complete; no suspect identified
74ad9c16cbef34ccf8130a292abfd08ee877520b1ef368e833131ecbc35a831d,2024-01,-0.088456,51.514975,On or near Tokenhouse Yard,E01032739,City of London 001F,Other theft,Unable to prosecute suspect
295670cf7a735a69dc44d2d03bb3c6d98e6abdc363c71c256e4790e105fe2437,2024-01,-0.081113,51.516869,On or near Bishopsgate,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified
4427763498b436b59c9061289de165e45f06e4abd3af2ce631867585dac4d4eb,2024-01,-0.101589,51.513515,On or near Ludgate Square,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified
7a4c815912a38c03c4c9944e8ee68ebd18ad032dae8e9def77728e4039b4e904,2024-01,-0.083977,51.510441,On or near Lovat Lane,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified
11e8c050a0d89950bb8fa4a228a2038b6f27c8222144590f253c395bb4fc23dc,2024-01,-0.078424,51.518093,On or near Widegate Street,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified
21ce1534f2c19201d503d4da4f5f5ba2633832cd4e4222474f7c92d5fc249e67,2024-01,-0.078495,51.51777,On or near Further/Higher Educational Building,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified
1e70f571da123854f00c8d78d271bed03f312d91023db4a6f3009020091c3289,2024-01,-0.100201,51.513286,On or near Dean'S Court,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified
51f06a5ac25cb1e7e968b152c13970d484327f673aad08bdcb49922ae5623844,2024-01,-0.09141,51.510167,On or near Cousin Lane,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified
b6d3b15cda628db381af835f270590a3449360bd6ae56929651d4f4c77221396,2024-01,-0.089479,51.510864,On or near Gophir Lane,E01032739,City of London 001F,Other theft,Court result unavailable
a1bb8639a7c34a75e08d6d7b5cc4b399fb9170e9dd23d9f678b2f95d5d2de4d5,2024-01,-0.088785,51.517102,On or near Moorgate,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified
4d56c2403819eaaceb3a62b0f3838860cd76e8a096523d0a454f1bf57bc06eda,2024-01,-0.09141,51.510167,On or near Cousin Lane,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified
f5a3fd8a3ee2ea8c67268425e6040b42c11363d2db69fe3941ddc29362ae3005,2024-01,-0.087157,51.512624,On or near Lombard Street,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified
12ffcdd5ba12813c44e7e4af933beea0b80f871aa8da54f99faa6142ff1c014f,2024-01,-0.086019,51.513631,On or near Finch Lane,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified
1e6f908c75bb23d9733e0ba4f2386b93ebd9d9144bc4722589c724e04011ef5a,2024-01,-0.079838,51.514267,On or near Bury Street,E01032739,City of London 001F,Other theft,Court result unavailable
89176b60665c1c350ffec82cf968993dfb8eeae0527adf2f00c803989edf9e8a,2024-01,-0.087157,51.512624,On or near Lombard Street,E01032739,City of London 001F,Other theft,Court result unavailable
5e8f7e650b4f37a94e97b5cc88dee1edfdedf8d3adce62cf359bf401ac03d25e,2024-01,-0.089808,51.517461,On or near London Wall,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified
e7e59639359fd4496cc884e910d671c72b4e2279e3caafc9020e200df56fa589,2024-01,-0.083349,51.51483,On or near Shopping Area,E01032739,City of London 001F,Other theft,Court result unavailable
abbb09f54440f628cc743bb66a9e9d6b06868bb4cfa2a818a401287337f76714,2024-01,-0.091947,51.513188,On or near Pancras Lane,E01032739,City of London 001F,Other theft,Court result unavailable
a964da43c106defd70561916648b0a7514a0336f1c68d06609671edd4d87b00f,2024-01,-0.084836,51.511939,On or near Shopping Area,E01032739,City of London 001F,Other theft,Court result unavailable
295d5fbc380b69c3073736136a54c1b084c0d56ed298400aed74be419bc1c140,2024-01,-0.077804,51.518083,On or near Sandy'S Row,E01032739,City of London 001F,Other theft,Court result unavailable
a8b3c30d5d753330e5a27e99ce5fe25a4e8bca0398705517eafcca4930f56a31,2024-01,-0.086019,51.513631,On or near Finch Lane,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified
09c20d44bb8d94eb886b4859c1101f6f06dac6f681a45747c82e0d3c0dc946f8,2024-01,-0.09407,51.513079,On or near Watling Street,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified
e134bb380d101fc1cf61244e970b1064c4bc4ffaad6b406a03ae92eb91b8a199,2024-01,-0.083349,51.51483,On or near Shopping Area,E01032739,City of London 001F,Other theft,Unable to prosecute suspect
dbb725e5e0369a2c6fb2850c90af96ea4617da7a9e18b327c77676272b455480,2024-01,-0.087157,51.512624,On or near Lombard Street,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified
b5d265053547891e88eabb2547b229a9113296e1b1f7a8a05281d3ff0d7579db,2024-01,-0.086019,51.513631,On or near Finch Lane,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified
20477738cc4383870abb524ee0739b9c9b9c9233106a571fffbd369adb535940,2024-01,-0.09407,51.513079,On or near Watling Street,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified
f26800ac9fde01d1e988765b0d123a148e90a8f001c0f79b8e8d3a252a2a2260,2024-01,-0.104276,51.513712,On or near A201,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified
beff29ab747e0ae8448521bd2f8ab70a8e9f75641c48a8671d71fc4d2ccab040,2024-01,-0.090798,51.510328,On or near London Cannon Street,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified
98d941e60fe82bbb7e469d90dd6f9ea2006e9aa4c4522f4bc549e883f7a66cdc,2024-01,-0.095054,51.510559,On or near Queenhithe,E01032739,City of London 001F,Other theft,Court result unavailable
71c6205cd6438b46878281fa2c40c64b9fd59829104655136d8f668fe2a8ce90,2024-01,-0.095054,51.510559,On or near Queenhithe,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified
e45f83906923d851ba91c4e811f2e261cdb0e853ea49a6aadff47b9dfc4a3730,2024-01,-0.104276,51.513712,On or near A201,E01032739,City of London 001F,Other theft,Court result unavailable
ab11b0463a1f699699ca9beee0ee2052e5913191a1d7c1dc168c7f3c97e846f0,2024-01,-0.081113,51.516869,On or near Bishopsgate,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified
fa8deef453485b64ade5828800576406520bc5336cc69cac3cce3cf50706d414,2024-01,-0.104276,51.513712,On or near A201,E01032739,City of London 001F,Other theft,Unable to prosecute suspect
edccb46149614b6ecd6a387cda351ac84d5a427810e8b6ca6a1524c6201458c0,2024-01,-0.079138,51.508312,On or near Lower Thames Street,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified
339dffa95cfd9f99c0e67fdf6b61948e6a7da0c750c88ea1d11a820e837498d7,2024-01,-0.0836,51.509797,On or near St Mary At Hill,E01032739,City of London 001F,Other theft,Investigation complete; no suspect identified
09f3e73fa7d7365f9b4cfbe7934fa6bbad47c459c8861792b200c659250e041c,2024-01,-0.086815,51.517007,On or near Circus Place,E01032739,City of London 001F,Robbery,Investigation complete; no suspect identified
